Gss year for this respondent                       ,Respondent id number,How often r attends religious services,Ballot used for interview,Respondents sex
1991,815,Every week,Ballot c,Female
1991,816,2-3x a month,Ballot b,Female
1991,817,More thn once wk,Ballot c,Male
1991,818,Sevrl times a yr,Ballot a,Female
1991,819,Once a month,Ballot b,Female
1991,820,Once a year,Ballot c,Male
1991,821,Once a year,Ballot a,Female
1991,822,Every week,Ballot b,Female
1991,823,Once a month,Ballot c,Male
1991,824,Never,Ballot a,Female
1991,825,Every week,Ballot b,Female
1991,826,2-3x a month,Ballot a,Female
1991,827,Every week,Ballot b,Male
1991,828,Never,Ballot c,Female
1991,829,Once a year,Ballot a,Female
1991,830,More thn once wk,Ballot b,Female
1991,831,Lt once a year,Ballot c,Male
1991,832,Every week,Ballot a,Female
1991,833,Once a month,Ballot b,Female
1991,834,Once a month,Ballot c,Male
1991,835,Once a year,Ballot b,Male
1991,836,More thn once wk,Ballot a,Female
1991,837,Once a month,Ballot b,Female
1991,838,Never,Ballot c,Female
1991,839,2-3x a month,Ballot c,Female
1991,840,Never,Ballot a,Female
1991,841,Once a year,Ballot b,Female
1991,842,Lt once a year,Ballot c,Female
1991,843,Nrly every week,Ballot a,Female
1991,844,Never,Ballot b,Female
1991,845,Once a month,Ballot a,Male
1991,846,More thn once wk,Ballot c,Female
1991,847,Once a month,Ballot a,Female
1991,848,Never,Ballot a,Female
1991,849,Sevrl times a yr,Ballot a,Female
1991,850,2-3x a month,Ballot b,Male
1991,851,Never,Ballot a,Male
1991,852,Sevrl times a yr,Ballot b,Female
1991,853,Nrly every week,Ballot c,Male
1991,854,2-3x a month,Ballot c,Female
1991,855,Every week,Ballot a,Female
1991,856,Every week,Ballot b,Female
1991,857,Every week,Ballot c,Male
1991,858,Never,Ballot a,Male
1991,859,Never,Ballot b,Male
1991,860,Never,Ballot a,Male
1991,861,Once a month,Ballot b,Male
1991,862,2-3x a month,Ballot b,Female
1991,863,More thn once wk,Ballot c,Female
1991,864,Never,Ballot a,Male
1991,865,Lt once a year,Ballot b,Male
1991,866,Once a year,Ballot a,Female
1991,867,Sevrl times a yr,Ballot c,Male
1991,868,Never,Ballot a,Female
1991,869,Once a month,Ballot b,Female
1991,870,Every week,Ballot c,Female
1991,871,Once a year,Ballot a,Male
1991,872,Every week,Ballot b,Female
1991,873,Every week,Ballot c,Female
1991,874,Sevrl times a yr,Ballot b,Female
1991,875,Once a month,Ballot a,Male
1991,876,Nrly every week,Ballot b,Female
1991,877,Every week,Ballot c,Female
1991,878,2-3x a month,Ballot a,Female
1991,879,Once a year,Ballot b,Female
1991,880,Every week,Ballot c,Female
1991,881,Never,Ballot a,Male
1991,882,Once a month,Ballot b,Male
1991,883,Every week,Ballot c,Female
1991,884,Every week,Ballot a,Female
1991,885,More thn once wk,Ballot b,Female
1991,886,2-3x a month,Ballot c,Female
1991,887,Every week,Ballot a,Female
1991,888,More thn once wk,Ballot b,Female
1991,889,Never,Ballot c,Male
1991,890,More thn once wk,Ballot a,Female
1991,891,Every week,Ballot b,Female
1991,892,Every week,Ballot a,Male
1991,893,Every week,Ballot c,Female
1991,894,More thn once wk,Ballot a,Male
1991,895,Every week,Ballot b,Male
1991,896,Once a year,Ballot c,Male
1991,897,Sevrl times a yr,Ballot a,Female
1991,898,Once a year,Ballot b,Male
1991,899,Lt once a year,Ballot a,Female
1991,900,Never,Ballot b,Male
1991,901,Once a month,Ballot c,Male
1991,902,Nrly every week,Ballot b,Female
1991,903,Once a year,Ballot c,Male
1991,904,Once a year,Ballot b,Male
1991,905,Once a year,Ballot c,Male
1991,906,Once a year,Ballot a,Female
1991,907,Lt once a year,Ballot b,Male
1991,908,Never,Ballot c,Male
1991,909,More thn once wk,Ballot a,Female
1991,910,Every week,Ballot c,Male
1991,911,More thn once wk,Ballot a,Male
1991,912,Once a year,Ballot b,Male
1991,913,Once a year,Ballot a,Male
1991,914,Sevrl times a yr,Ballot a,Female
1991,915,Every week,Ballot c,Male
1991,916,Nrly every week,Ballot a,Female
1991,917,Sevrl times a yr,Ballot b,Male
1991,918,Every week,Ballot a,Male
1991,919,2-3x a month,Ballot a,Female
1991,920,Once a year,Ballot b,Female
1991,921,Sevrl times a yr,Ballot c,Male
1991,922,Every week,Ballot a,Male
1991,923,Nrly every week,Ballot b,Female
1991,924,Nrly every week,Ballot c,Male
1991,925,Sevrl times a yr,Ballot b,Male
1991,926,More thn once wk,Ballot c,Male
1991,927,Once a month,Ballot a,Male
1991,928,Once a month,Ballot b,Male
1991,929,Lt once a year,Ballot b,Female
1991,930,2-3x a month,Ballot c,Female
1991,931,Every week,Ballot b,Female
1991,932,Sevrl times a yr,Ballot c,Female
1991,933,Lt once a year,Ballot a,Female
1991,934,Never,Ballot b,Female
1991,935,Sevrl times a yr,Ballot c,Male
1991,936,Lt once a year,Ballot a,Male
1991,937,Never,Ballot c,Female
1991,938,Nrly every week,Ballot b,Male
1991,939,Every week,Ballot c,Female
1991,940,Lt once a year,Ballot a,Female
1991,941,Sevrl times a yr,Ballot a,Female
1991,942,Lt once a year,Ballot a,Female
1991,943,Sevrl times a yr,Ballot b,Male
1991,944,More thn once wk,Ballot a,Female
1991,945,Lt once a year,Ballot b,Male
1991,946,Every week,Ballot c,Male
1991,947,Lt once a year,Ballot b,Female
1991,948,"Dk,na",Ballot c,Male
1991,949,Once a month,Ballot a,Female
1991,950,Once a year,Ballot c,Male
1991,951,Never,Ballot a,Female
1991,952,2-3x a month,Ballot b,Female
1991,953,Never,Ballot a,Female
1991,954,Sevrl times a yr,Ballot b,Female
1991,955,Every week,Ballot c,Female
1991,956,Never,Ballot a,Male
1991,957,Every week,Ballot b,Female
1991,958,Lt once a year,Ballot a,Male
1991,959,Lt once a year,Ballot c,Male
1991,960,Sevrl times a yr,Ballot b,Female
1991,961,Sevrl times a yr,Ballot a,Female
1991,962,Lt once a year,Ballot b,Male
1991,963,"Dk,na",Ballot c,Male
1991,964,Every week,Ballot a,Female
1991,965,2-3x a month,Ballot b,Female
1991,966,Every week,Ballot c,Female
1991,967,Once a year,Ballot b,Female
1991,968,Never,Ballot c,Male
1991,969,Never,Ballot a,Female
1991,970,Never,Ballot b,Male
1991,971,Sevrl times a yr,Ballot a,Male
1991,972,Once a month,Ballot b,Female
1991,973,Once a year,Ballot c,Female
1991,974,Never,Ballot b,Female
1991,975,Once a month,Ballot c,Female
1991,976,Every week,Ballot b,Male
1991,977,Nrly every week,Ballot c,Female
1991,978,2-3x a month,Ballot a,Female
1991,979,Never,Ballot a,Male
1991,980,Once a year,Ballot b,Male
1991,981,Nrly every week,Ballot c,Female
1991,982,Every week,Ballot a,Male
1991,983,Every week,Ballot b,Female
1991,984,Once a month,Ballot c,Male
1991,985,Once a year,Ballot a,Male
1991,986,Every week,Ballot b,Female
1991,987,Nrly every week,Ballot c,Female
1991,988,Lt once a year,Ballot a,Female
1991,989,Sevrl times a yr,Ballot b,Female
1991,990,Never,Ballot c,Male
1991,991,More thn once wk,Ballot a,Female
1991,992,Every week,Ballot c,Male
1991,993,Once a month,Ballot a,Female
1991,994,Lt once a year,Ballot b,Male
1991,995,Lt once a year,Ballot c,Female
1991,996,Once a month,Ballot b,Male
1991,997,"Dk,na",Ballot c,Female
1991,998,Lt once a year,Ballot c,Male
1991,999,Lt once a year,Ballot a,Female
1991,1000,2-3x a month,Ballot b,Male
1991,1001,Never,Ballot c,Female
1991,1002,Lt once a year,Ballot a,Male
1991,1003,Lt once a year,Ballot a,Male
1991,1004,Lt once a year,Ballot b,Female
1991,1005,2-3x a month,Ballot b,Female
1991,1006,Lt once a year,Ballot c,Male
1991,1007,Once a year,Ballot a,Female
1991,1008,2-3x a month,Ballot c,Female
1991,1009,Never,Ballot a,Female
1991,1010,Once a year,Ballot c,Female
1991,1011,Once a month,Ballot a,Male
1991,1012,Every week,Ballot b,Male
1991,1013,Every week,Ballot a,Female
1991,1014,Once a year,Ballot b,Female
1991,1015,Lt once a year,Ballot c,Female
1991,1016,Never,Ballot a,Male
1991,1017,Every week,Ballot b,Male
1991,1018,Once a month,Ballot b,Female
1991,1019,Once a year,Ballot a,Female
1991,1020,Every week,Ballot b,Female
1991,1021,Every week,Ballot c,Female
1991,1022,Never,Ballot a,Male
1991,1023,Sevrl times a yr,Ballot c,Female
1991,1024,Once a year,Ballot a,Male
1991,1025,Lt once a year,Ballot b,Male
1991,1026,Every week,Ballot c,Male
1991,1027,Never,Ballot b,Female
1991,1028,Once a year,Ballot c,Male
1991,1029,Never,Ballot a,Female
1991,1030,Every week,Ballot b,Male
1991,1031,2-3x a month,Ballot c,Male
1991,1032,Once a year,Ballot a,Female
1991,1033,2-3x a month,Ballot b,Male
1991,1034,Once a year,Ballot c,Male
1991,1035,Every week,Ballot a,Female
1991,1036,Sevrl times a yr,Ballot a,Male
1991,1037,Once a month,Ballot a,Male
1991,1038,Every week,Ballot b,Male
1991,1039,Never,Ballot a,Female
1991,1040,2-3x a month,Ballot b,Female
1991,1041,Once a year,Ballot b,Female
1991,1042,2-3x a month,Ballot c,Female
1991,1043,"Dk,na",Ballot a,Female
1991,1044,Never,Ballot c,Female
1991,1045,Nrly every week,Ballot a,Male
1991,1046,Nrly every week,Ballot c,Male
1991,1047,Never,Ballot b,Female
1991,1048,"Dk,na",Ballot c,Female
1991,1049,Never,Ballot a,Female
1991,1050,Never,Ballot b,Male
1991,1051,Lt once a year,Ballot c,Female
1991,1052,Lt once a year,Ballot a,Female
1991,1053,Never,Ballot c,Female
1991,1054,More thn once wk,Ballot a,Male
1991,1055,Every week,Ballot c,Female
1991,1056,Lt once a year,Ballot b,Female
1991,1057,Never,Ballot c,Female
1991,1058,Never,Ballot a,Female
1991,1059,Lt once a year,Ballot c,Female
1991,1060,More thn once wk,Ballot a,Female
1991,1061,Never,Ballot a,Male
1991,1062,Lt once a year,Ballot c,Female
1991,1063,Once a year,Ballot a,Male
1991,1064,Once a year,Ballot b,Female
1991,1065,Never,Ballot c,Male
1991,1066,Never,Ballot a,Male
1991,1067,2-3x a month,Ballot b,Male
1991,1068,More thn once wk,Ballot c,Female
1991,1069,Every week,Ballot b,Male
1991,1070,Every week,Ballot b,Male
1991,1071,Never,Ballot c,Male
1991,1072,Lt once a year,Ballot a,Male
1991,1073,Never,Ballot b,Female
1991,1074,Sevrl times a yr,Ballot c,Female
1991,1075,2-3x a month,Ballot a,Female
1991,1076,Every week,Ballot b,Female
1991,1077,Nrly every week,Ballot c,Female
1991,1078,Lt once a year,Ballot a,Female
1991,1079,Every week,Ballot b,Male
1991,1080,Every week,Ballot c,Female
1991,1081,Sevrl times a yr,Ballot a,Male
1991,1082,Every week,Ballot a,Female
1991,1083,Lt once a year,Ballot a,Female
1991,1084,Every week,Ballot b,Male
1991,1085,Every week,Ballot c,Female
1991,1086,Once a year,Ballot a,Male
1991,1087,Lt once a year,Ballot b,Male
1991,1088,Every week,Ballot c,Male
1991,1089,Sevrl times a yr,Ballot a,Female
1991,1090,Every week,Ballot b,Female
1991,1091,Every week,Ballot a,Male
1991,1092,Every week,Ballot b,Male
1991,1093,Every week,Ballot c,Female
1991,1094,Every week,Ballot a,Male
1991,1095,Every week,Ballot b,Female
1991,1096,Every week,Ballot c,Female
1991,1097,Every week,Ballot a,Female
1991,1098,Every week,Ballot b,Female
1991,1099,Every week,Ballot a,Male
1991,1100,Every week,Ballot c,Male
1991,1101,Every week,Ballot b,Female
1991,1102,Never,Ballot a,Female
1991,1103,Every week,Ballot b,Female
1991,1104,"Dk,na",Ballot c,Male
1991,1105,"Dk,na",Ballot a,Female
1991,1106,Sevrl times a yr,Ballot b,Male
1991,1107,Once a year,Ballot c,Female
1991,1108,Never,Ballot c,Female
1991,1109,More thn once wk,Ballot a,Female
1991,1110,Nrly every week,Ballot b,Female
1991,1111,2-3x a month,Ballot c,Female
1991,1112,Nrly every week,Ballot b,Male
1991,1113,Once a year,Ballot a,Male
1991,1114,Sevrl times a yr,Ballot c,Male
1991,1115,Never,Ballot a,Female
1991,1116,Sevrl times a yr,Ballot b,Male
1991,1117,Sevrl times a yr,Ballot c,Female
1991,1118,Lt once a year,Ballot a,Male
1991,1119,Every week,Ballot b,Male
1991,1120,Every week,Ballot c,Female
1991,1121,Every week,Ballot a,Male
1991,1122,Every week,Ballot b,Male
1991,1123,Every week,Ballot c,Female
1991,1124,Once a year,Ballot a,Female
1991,1125,Never,Ballot b,Male
1991,1126,2-3x a month,Ballot c,Female
1991,1127,2-3x a month,Ballot a,Male
1991,1128,Never,Ballot b,Female
1991,1129,Every week,Ballot b,Female
1991,1130,Never,Ballot c,Male
1991,1131,2-3x a month,Ballot a,Female
1991,1132,Never,Ballot b,Female
1991,1133,Once a year,Ballot c,Male
1991,1134,Never,Ballot b,Female
1991,1135,Never,Ballot a,Male
1991,1136,2-3x a month,Ballot c,Female
1991,1137,2-3x a month,Ballot a,Male
1991,1138,Never,Ballot b,Female
1991,1139,Once a month,Ballot c,Female
1991,1140,Every week,Ballot a,Male
1991,1141,Never,Ballot b,Female
1991,1142,Once a year,Ballot c,Female
1991,1143,Lt once a year,Ballot a,Female
1991,1144,2-3x a month,Ballot b,Female
1991,1145,Never,Ballot a,Female
1991,1146,Every week,Ballot b,Male
1991,1147,Every week,Ballot c,Male
1991,1148,Every week,Ballot c,Female
1991,1149,2-3x a month,Ballot a,Female
1991,1150,Once a year,Ballot b,Female
1991,1151,Sevrl times a yr,Ballot c,Male
1991,1152,Nrly every week,Ballot a,Male
1991,1153,More thn once wk,Ballot b,Male
1991,1154,Sevrl times a yr,Ballot c,Female
1991,1155,Every week,Ballot a,Male
1991,1156,Once a year,Ballot b,Female
1991,1157,Nrly every week,Ballot c,Male
1991,1158,Once a year,Ballot a,Female
1991,1159,Once a year,Ballot b,Male
1991,1160,Lt once a year,Ballot c,Male
1991,1161,Once a year,Ballot a,Male
1991,1162,Never,Ballot b,Male
1991,1163,Once a month,Ballot c,Male
1991,1164,2-3x a month,Ballot a,Male
1991,1165,Lt once a year,Ballot b,Male
1991,1166,2-3x a month,Ballot c,Female
1991,1167,Once a year,Ballot a,Female
1991,1168,Sevrl times a yr,Ballot b,Male
1991,1169,Sevrl times a yr,Ballot c,Female
1991,1170,Once a month,Ballot a,Male
1991,1171,Nrly every week,Ballot b,Female
1991,1172,Once a year,Ballot a,Male
1991,1173,Once a year,Ballot b,Male
1991,1174,Sevrl times a yr,Ballot c,Female
1991,1175,Every week,Ballot c,Female
1991,1176,Sevrl times a yr,Ballot a,Female
1991,1177,Never,Ballot b,Female
1991,1178,Lt once a year,Ballot c,Female
1991,1179,Every week,Ballot a,Female
1991,1180,Once a month,Ballot b,Female
1991,1181,Every week,Ballot c,Male
1991,1182,More thn once wk,Ballot a,Female
1991,1183,2-3x a month,Ballot b,Female
1991,1184,Sevrl times a yr,Ballot c,Male
1991,1185,Every week,Ballot a,Female
1991,1186,Every week,Ballot b,Female
1991,1187,Lt once a year,Ballot a,Female
1991,1188,Every week,Ballot b,Female
1991,1189,Sevrl times a yr,Ballot c,Female
1991,1190,More thn once wk,Ballot b,Male
1991,1191,Sevrl times a yr,Ballot c,Male
1991,1192,2-3x a month,Ballot a,Male
1991,1193,Sevrl times a yr,Ballot b,Female
1991,1194,Nrly every week,Ballot b,Female
1991,1195,Once a month,Ballot c,Female
1991,1196,Never,Ballot a,Male
1991,1197,Every week,Ballot b,Male
1991,1198,Every week,Ballot c,Male
1991,1199,Once a year,Ballot c,Male
1991,1200,2-3x a month,Ballot a,Female
1991,1201,More thn once wk,Ballot b,Male
1991,1202,Every week,Ballot c,Male
1991,1203,Every week,Ballot a,Female
1991,1204,Nrly every week,Ballot b,Female
1991,1205,Every week,Ballot c,Female
1991,1206,Every week,Ballot a,Female
1991,1207,Every week,Ballot b,Female
1991,1208,2-3x a month,Ballot b,Female
1991,1209,Never,Ballot c,Male
1991,1210,Sevrl times a yr,Ballot a,Male
1991,1211,Never,Ballot b,Male
1991,1212,Never,Ballot c,Female
1991,1213,Nrly every week,Ballot a,Female
1991,1214,Nrly every week,Ballot b,Female
1991,1215,Once a year,Ballot c,Male
1991,1216,2-3x a month,Ballot a,Female
1991,1217,More thn once wk,Ballot b,Male
1991,1218,Nrly every week,Ballot c,Female
1991,1219,Nrly every week,Ballot a,Female
1991,1220,Never,Ballot c,Male
1991,1221,Once a month,Ballot a,Male
1991,1222,Once a year,Ballot b,Female
1991,1223,Once a year,Ballot c,Male
1991,1224,2-3x a month,Ballot a,Male
1991,1225,Every week,Ballot b,Female
1991,1226,2-3x a month,Ballot a,Male
1991,1227,Once a year,Ballot c,Male
1991,1228,Every week,Ballot a,Female
1991,1229,Sevrl times a yr,Ballot b,Female
1991,1230,Nrly every week,Ballot b,Female
1991,1231,More thn once wk,Ballot c,Female
1991,1232,More thn once wk,Ballot c,Female
1991,1233,Once a year,Ballot b,Male
1991,1234,Lt once a year,Ballot c,Female
1991,1235,Never,Ballot a,Female
1991,1236,Once a month,Ballot b,Female
1991,1237,Sevrl times a yr,Ballot c,Male
1991,1238,Lt once a year,Ballot c,Female
1991,1239,Once a year,Ballot a,Female
1991,1240,Once a month,Ballot b,Female
1991,1241,Sevrl times a yr,Ballot c,Male
1991,1242,Every week,Ballot b,Male
1991,1243,2-3x a month,Ballot c,Female
1991,1244,Once a month,Ballot a,Female
1991,1245,Every week,Ballot b,Female
1991,1246,Nrly every week,Ballot a,Female
1991,1247,Once a month,Ballot b,Female
1991,1248,Every week,Ballot c,Female
1991,1249,Once a month,Ballot b,Female
1991,1250,Nrly every week,Ballot a,Male
1991,1251,Every week,Ballot b,Female
1991,1252,Nrly every week,Ballot c,Female
1991,1253,"Dk,na",Ballot a,Male
1991,1254,2-3x a month,Ballot b,Female
1991,1255,Every week,Ballot b,Female
1991,1256,Nrly every week,Ballot b,Female
1991,1257,Every week,Ballot c,Female
1991,1258,Nrly every week,Ballot a,Female
1991,1259,Lt once a year,Ballot b,Female
1991,1260,Sevrl times a yr,Ballot c,Female
1991,1261,"Dk,na",Ballot a,Female
1991,1262,Once a month,Ballot b,Female
1991,1263,Every week,Ballot a,Female
1991,1264,Never,Ballot b,Male
1991,1265,Every week,Ballot a,Female
1991,1266,Once a year,Ballot b,Female
1991,1267,Once a month,Ballot c,Male
1991,1268,Every week,Ballot b,Female
1991,1269,Once a month,Ballot c,Female
1991,1270,Never,Ballot a,Female
1991,1271,Never,Ballot b,Male
1991,1272,2-3x a month,Ballot c,Male
1991,1273,Once a year,Ballot a,Female
1991,1274,Never,Ballot b,Female
1991,1275,Lt once a year,Ballot c,Male
1991,1276,Every week,Ballot a,Male
1991,1277,Every week,Ballot b,Female
1991,1278,Every week,Ballot a,Female
1991,1279,Lt once a year,Ballot a,Female
1991,1280,Every week,Ballot b,Male
1991,1281,Lt once a year,Ballot c,Female
1991,1282,2-3x a month,Ballot c,Female
1991,1283,2-3x a month,Ballot c,Female
1991,1284,Never,Ballot a,Female
1991,1285,2-3x a month,Ballot c,Female
1991,1286,Every week,Ballot b,Female
1991,1287,Every week,Ballot c,Female
1991,1288,More thn once wk,Ballot a,Female
1991,1289,Lt once a year,Ballot c,Male
1991,1290,Once a year,Ballot a,Female
1991,1291,More thn once wk,Ballot a,Female
1991,1292,More thn once wk,Ballot c,Female
1991,1293,Once a month,Ballot a,Male
1991,1294,More thn once wk,Ballot b,Female
1991,1295,Sevrl times a yr,Ballot a,Male
1991,1296,Nrly every week,Ballot c,Female
1991,1297,Nrly every week,Ballot a,Female
1991,1298,Sevrl times a yr,Ballot a,Male
1991,1299,Every week,Ballot b,Male
1991,1300,Nrly every week,Ballot c,Male
1991,1301,2-3x a month,Ballot b,Female
1991,1302,Lt once a year,Ballot c,Female
1991,1303,Sevrl times a yr,Ballot a,Female
1991,1304,More thn once wk,Ballot b,Female
1991,1305,2-3x a month,Ballot c,Male
1991,1306,2-3x a month,Ballot a,Male
1991,1307,Sevrl times a yr,Ballot c,Female
1991,1308,Nrly every week,Ballot a,Male
1991,1309,Every week,Ballot c,Male
1991,1310,Once a year,Ballot c,Female
1991,1311,Every week,Ballot b,Female
1991,1312,Sevrl times a yr,Ballot a,Male
1991,1313,Every week,Ballot b,Male
1991,1314,Lt once a year,Ballot c,Male
1991,1315,Once a year,Ballot a,Male
1991,1316,Once a year,Ballot b,Female
1991,1317,Once a year,Ballot c,Female
1991,1318,Never,Ballot a,Female
1991,1319,2-3x a month,Ballot a,Male
1991,1320,Once a month,Ballot a,Female
1991,1321,More thn once wk,Ballot a,Female
1991,1322,More thn once wk,Ballot b,Female
1991,1323,Sevrl times a yr,Ballot c,Male
1991,1324,Once a year,Ballot a,Male
1991,1325,Never,Ballot b,Female
1991,1326,2-3x a month,Ballot c,Male
1991,1327,Never,Ballot a,Male
1991,1328,2-3x a month,Ballot b,Male
1991,1329,More thn once wk,Ballot a,Male
1991,1330,Never,Ballot b,Male
1991,1331,Every week,Ballot c,Female
1991,1332,Once a month,Ballot a,Male
1991,1333,Once a year,Ballot c,Female
1991,1334,Once a year,Ballot a,Male
1991,1335,2-3x a month,Ballot c,Female
1991,1336,Every week,Ballot b,Female
1991,1337,Lt once a year,Ballot c,Male
1991,1338,Every week,Ballot a,Male
1991,1339,Sevrl times a yr,Ballot c,Male
1991,1340,More thn once wk,Ballot c,Male
1991,1341,Every week,Ballot a,Female
1991,1342,Every week,Ballot b,Male
1991,1343,Lt once a year,Ballot c,Female
1991,1344,Nrly every week,Ballot a,Female
1991,1345,Never,Ballot a,Female
1991,1346,Every week,Ballot b,Female
1991,1347,Once a year,Ballot a,Female
1991,1348,Lt once a year,Ballot b,Female
1991,1349,More thn once wk,Ballot a,Female
1991,1350,Lt once a year,Ballot c,Female
1991,1351,Lt once a year,Ballot b,Male
1991,1352,Never,Ballot c,Female
1991,1353,Every week,Ballot a,Male
1991,1354,Lt once a year,Ballot b,Female
1991,1355,Lt once a year,Ballot c,Male
1991,1356,Lt once a year,Ballot a,Male
1991,1357,Sevrl times a yr,Ballot b,Female
1991,1358,Once a year,Ballot b,Male
1991,1359,Sevrl times a yr,Ballot c,Female
1991,1360,Once a year,Ballot c,Female
1991,1361,Every week,Ballot b,Female
1991,1362,Every week,Ballot a,Female
1991,1363,Never,Ballot b,Female
1991,1364,Nrly every week,Ballot c,Female
1991,1365,2-3x a month,Ballot a,Female
1991,1366,Never,Ballot b,Female
1991,1367,Once a year,Ballot b,Male
1991,1368,Sevrl times a yr,Ballot a,Female
1991,1369,More thn once wk,Ballot c,Female
1991,1370,Every week,Ballot a,Female
1991,1371,Never,Ballot b,Male
1991,1372,Sevrl times a yr,Ballot c,Male
1991,1373,2-3x a month,Ballot a,Female
1991,1374,Once a year,Ballot b,Female
1991,1375,2-3x a month,Ballot c,Female
1991,1376,Every week,Ballot a,Male
1991,1377,2-3x a month,Ballot b,Female
1991,1378,Every week,Ballot a,Female
1991,1379,Once a year,Ballot c,Male
1991,1380,Lt once a year,Ballot b,Female
1991,1381,Every week,Ballot a,Female
1991,1382,Once a year,Ballot a,Male
1991,1383,Once a month,Ballot b,Male
1991,1384,Never,Ballot c,Female
1991,1385,Every week,Ballot a,Female
1991,1386,"Dk,na",Ballot b,Female
1991,1387,"Dk,na",Ballot c,Male
1991,1388,Once a month,Ballot b,Female
1991,1389,Every week,Ballot c,Female
1991,1390,Sevrl times a yr,Ballot a,Male
1991,1391,Nrly every week,Ballot a,Female
1991,1392,Every week,Ballot b,Male
1991,1393,2-3x a month,Ballot b,Male
1991,1394,2-3x a month,Ballot a,Female
1991,1395,More thn once wk,Ballot b,Male
1991,1396,Sevrl times a yr,Ballot c,Female
1991,1397,Nrly every week,Ballot b,Female
1991,1398,Every week,Ballot c,Male
1991,1399,Once a year,Ballot a,Female
1991,1400,Every week,Ballot b,Female
1991,1401,Every week,Ballot a,Female
1991,1402,Sevrl times a yr,Ballot b,Female
1991,1403,Sevrl times a yr,Ballot c,Female
1991,1404,Every week,Ballot a,Female
1991,1405,Every week,Ballot b,Female
1991,1406,Once a year,Ballot c,Female
1991,1407,Never,Ballot a,Female
1991,1408,Every week,Ballot a,Female
1991,1409,2-3x a month,Ballot b,Female
1991,1410,Once a year,Ballot c,Male
1991,1411,Never,Ballot a,Female
1991,1412,Sevrl times a yr,Ballot b,Female
1991,1413,Lt once a year,Ballot b,Female
1991,1414,Never,Ballot a,Male
1991,1415,2-3x a month,Ballot b,Male
1991,1416,Once a year,Ballot c,Male
1991,1417,Once a year,Ballot a,Female
1991,1418,More thn once wk,Ballot b,Female
1991,1419,Lt once a year,Ballot a,Male
1991,1420,Once a month,Ballot b,Female
1991,1421,Once a year,Ballot c,Male
1991,1422,Once a year,Ballot a,Male
1991,1423,Sevrl times a yr,Ballot a,Male
1991,1424,Never,Ballot b,Male
1991,1425,Once a month,Ballot c,Male
1991,1426,Nrly every week,Ballot a,Female
1991,1427,Every week,Ballot a,Female
1991,1428,Never,Ballot c,Male
1991,1429,Once a year,Ballot a,Male
1991,1430,Every week,Ballot b,Female
1991,1431,Once a year,Ballot c,Male
1991,1432,Once a year,Ballot a,Male
1991,1433,Once a year,Ballot b,Female
1991,1434,Sevrl times a yr,Ballot c,Female
1991,1435,2-3x a month,Ballot b,Female
1991,1436,Sevrl times a yr,Ballot c,Female
1991,1437,Never,Ballot a,Male
1991,1438,Never,Ballot b,Female
1991,1439,Sevrl times a yr,Ballot c,Female
1991,1440,Every week,Ballot a,Female
1991,1441,"Dk,na",Ballot c,Female
1991,1442,Every week,Ballot a,Female
1991,1443,Once a month,Ballot b,Female
1991,1444,Once a year,Ballot a,Male
1991,1445,Once a year,Ballot c,Female
1991,1446,Every week,Ballot a,Male
1991,1447,2-3x a month,Ballot b,Female
1991,1448,Once a year,Ballot c,Male
1991,1449,Once a month,Ballot b,Female
1991,1450,Once a month,Ballot c,Female
1991,1451,2-3x a month,Ballot a,Female
1991,1452,Sevrl times a yr,Ballot b,Female
1991,1453,Once a month,Ballot a,Female
1991,1454,Every week,Ballot b,Male
1991,1455,Nrly every week,Ballot a,Male
1991,1456,Every week,Ballot b,Female
1991,1457,Every week,Ballot a,Male
1991,1458,Every week,Ballot b,Female
1991,1459,Every week,Ballot c,Female
1991,1460,Nrly every week,Ballot b,Female
1991,1461,Every week,Ballot c,Female
1991,1462,Once a month,Ballot a,Male
1991,1463,Every week,Ballot b,Female
1991,1464,Once a year,Ballot c,Male
1991,1465,Every week,Ballot a,Female
1991,1466,2-3x a month,Ballot c,Male
1991,1467,2-3x a month,Ballot b,Female
1991,1468,Every week,Ballot c,Female
1991,1469,Every week,Ballot a,Female
1991,1470,Nrly every week,Ballot b,Female
1991,1471,2-3x a month,Ballot a,Female
1991,1472,Once a month,Ballot b,Female
1991,1473,Every week,Ballot c,Female
1991,1474,Never,Ballot b,Female
1991,1475,Every week,Ballot c,Female
1991,1476,2-3x a month,Ballot a,Male
1991,1477,2-3x a month,Ballot b,Male
1991,1478,More thn once wk,Ballot a,Male
1991,1479,2-3x a month,Ballot b,Female
1991,1480,Every week,Ballot a,Female
1991,1481,Every week,Ballot b,Female
1991,1482,Never,Ballot a,Female
1991,1483,Sevrl times a yr,Ballot b,Female
1991,1484,Never,Ballot c,Female
1991,1485,2-3x a month,Ballot a,Female
1991,1486,Lt once a year,Ballot b,Male
1991,1487,Once a month,Ballot c,Male
1991,1488,Lt once a year,Ballot c,Male
1991,1489,Every week,Ballot a,Female
1991,1490,Lt once a year,Ballot c,Male
1991,1491,Never,Ballot b,Female
1991,1492,Every week,Ballot c,Female
1991,1493,Never,Ballot a,Male
1991,1494,Never,Ballot b,Female
1991,1495,Once a year,Ballot a,Female
1991,1496,Never,Ballot b,Female
1991,1497,Every week,Ballot c,Female
1991,1498,Lt once a year,Ballot a,Female
1991,1499,Never,Ballot b,Female
